Dataseed	use_training_form	n_task_use_aug	n_version	nbands	dataset_kwargs	use_full_mfcc	preprocess_wavs	test_operators	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.5)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.6)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.5)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.6)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	RF(0.7,100,half,all)K	RF(0.7,100,half,all)accuracy	RF(0.7,100,half,all)safe_macro_sensitivity	RF(0.7,100,half,all)safe_macro_specificity	RF(0.7,100,half,all)safe_macro_PPV	RF(0.7,100,half,all)safe_macro_NPV	RF(0.7,100,half,all)safe_macro_F1	RF(0.7,100,half,all)oob_error	RF(0.7,100,half,all)n_nodes	RF(0.7,100,half,all)σ² K	RF(0.7,100,half,all)σ² accuracy	RF(0.7,100,half,all)σ² safe_macro_sensitivity	RF(0.7,100,half,all)σ² safe_macro_specificity	RF(0.7,100,half,all)σ² safe_macro_PPV	RF(0.7,100,half,all)σ² safe_macro_NPV	RF(0.7,100,half,all)σ² safe_macro_F1	RF(0.7,100,half,all)σ² oob_error	RF(0.7,100,half,all)σ² n_nodes	RF(0.7,100,half,all)t	RF(0.7,100,half,all)hash	
1	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	32.14	66.07	78.57	53.57	62.86	71.43	69.84	15	0.6785714285714286	0.5982142857142857	19.52	9d610f3e3b006d33f98e29c0eefe92617678d817bc43f30266cd143d6b18d01d	32.14	66.07	64.29	67.86	66.67	65.52	65.45	9	0.6785714285714286	0.5982142857142857	7.088	a3fa25dd729dcef009eef083809bdf5aeb541b3dd932440a6c12203394866db9	32.14	66.07	78.57	53.57	62.86	71.43	69.84	15	0.6785714285714286	0.5982142857142857	7.393	9d610f3e3b006d33f98e29c0eefe92617678d817bc43f30266cd143d6b18d01d	32.14	66.07	64.29	67.86	66.67	65.52	65.45	9	0.6785714285714286	0.5982142857142857	7.096	a3fa25dd729dcef009eef083809bdf5aeb541b3dd932440a6c12203394866db9	47.14	73.57	75.71	71.43	72.62	74.67	74.11	0.0	142280.0	0.0015306122448979628	0.0003826530612244907	0.0008928571428571422	0.0006377551020408157	0.00036863682804305327	0.0005661073318216178	0.00043186973480850965	0.0	167.2	0.0	("b80842051842ee30f36747426bfaf177b043091a6a97a08df09f37bfc7f9dc1a", "ebfad38e17e6a867f476dcd9ccb489210a353c73f61e9bb93c14693aa38ae103", "3d5dff5239fa70498080a3e0a1eff512521f413fac05f4fbc0ee2d2b2c97655b", "3b66134f18a676451a0eacf09185e5c2b70938532bff0586b2ce4975fa97b678", "38ad519c37e2bd70059054f3b7f63dd62bf68854ed6106f7e1d40638f82e0d7c")	46.43	73.21	77.86	68.57	71.3	75.56	74.42	24.16	284600.0	0.007653061224489805	0.001913265306122451	0.0015306122448979576	0.0028061224489795934	0.0018856695302282473	0.0020543209876543204	0.001604559739460639	2.5452267209648447e-5	994.0	1810.913	("fc1edff551296c9e980bd1c718888fddcc65a79acbe2125a3644375b6d93d44c", "b935ee42f8bf5bd2870dbee6c6279c7aa2870218f2ef6bcfca37663f13098c8a", "2078f0c6b21d438419eb1916c0a235d7df9e8e799095b52bf43619e38815b1af", "984077964155b7c7928517c381e67e989b55f705fbb534094fb6b8aa5245b424", "9b7f6ffd52eaba0241b71e4a8102615b763940ff913ec4fe87dcfb0a5f571806")	
2	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	50.0	75.0	78.57	71.43	73.33	76.92	75.86	27	0.6285714285714287	0.5375000000000001	236.105	ee0c91a2e8085e93b9e4c2631a06e9f091ee5d6d9a78f573cc2de7050cf217ae	35.71	67.86	60.71	75.0	70.83	65.62	65.38	13	0.6038819875776397	0.5676630434782608	6.774	b944d4c0337cc17d3fdafacc6888f231c28acef6e54d6899ad02e48c21d52082	50.0	75.0	78.57	71.43	73.33	76.92	75.86	27	0.6285714285714287	0.5375000000000001	37.5	ee0c91a2e8085e93b9e4c2631a06e9f091ee5d6d9a78f573cc2de7050cf217ae	35.71	67.86	60.71	75.0	70.83	65.62	65.38	13	0.6038819875776397	0.5676630434782608	6.6	b944d4c0337cc17d3fdafacc6888f231c28acef6e54d6899ad02e48c21d52082	36.43	68.21	70.0	66.43	67.53	69.05	68.7	0.0	142960.0	0.008545918367346939	0.0021364795918367347	0.004209183673469384	0.0016581632653061241	0.001609969845655998	0.003041078250745087	0.002485896694014204	0.0	114.80000000000001	0.0	("37a02f47d713864f2cff72f9ebf16787791f7e16852caaa5259da3f4ebb6f37f", "4314cac22e082a00c2169190bc1aa48d81852acb164f4002d8bceeab171305f3", "62d69ece3984922176bde23532e06da688fd44c8c03ae72d5457ef346fc8e869", "224b66ea7c86e40d7187ae536ecfe049cf65ee468ee271e432e12609dfd81caf", "19a3cf7cdf25b3b23dfc163697fa64bf5e73b9afca85deaa18d3b5e0b62b2ad8")	36.43	68.21	68.57	67.86	68.06	68.44	68.28	28.41	283000.0	0.005994897959183674	0.0014987244897959188	0.0028061224489795934	0.0012755102040816315	0.001322350142525167	0.0018610891459802349	0.0018004298498453585	9.201973529642131e-5	62.0	1700.552	("1370c74d799195b8adf9f86c971be270f341514b8191cf095ec178221f824978", "b19c3e551857e89e953d34c4684e8420c3d56e7dbf3a09e69f4a48b3bd9c5a7a", "8384a45b4e6261bf319814f89967e2a543ad17b49bf532627a6ddcfbed773294", "9a9dab1e4dea9f69ad649462cae466286bd7eb7b2d08addcf4339eb2348c7b10", "f6006b85c97944f2ab95c4d6dbb9d16859fb83b1f81cd1b3c63b5359f9e89916")	
3	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	14.29	57.14	46.43	67.86	59.09	55.88	52.0	11	0.5976190476190476	0.5458333333333334	7.722	99fef7b1bbca292d50f36d5392c499fca99fedcbf3bf1b69d85378b10f087461	14.29	57.14	42.86	71.43	60.0	55.56	50.0	5	0.6152255639097745	0.5634868421052632	4.405	f14542eea86de90e3c016f837cf5ba64a196b5b769f06dab96cafaeb991697b4	14.29	57.14	46.43	67.86	59.09	55.88	52.0	9	0.5976190476190476	0.5458333333333334	5.057	86558eb4f2e4c12b383a14fd4250798e00af9a770efa6664337279d2253f9d0e	14.29	57.14	42.86	71.43	60.0	55.56	50.0	5	0.6152255639097745	0.5634868421052632	4.443	f14542eea86de90e3c016f837cf5ba64a196b5b769f06dab96cafaeb991697b4	32.86	66.43	52.14	80.71	73.19	62.76	60.85	0.0	141920.0	0.007270408163265308	0.0018176020408163275	0.0016581632653061206	0.0029336734693877578	0.0048061224489795926	0.0010057289561972316	0.002251798286280807	0.0	227.19999999999993	0.0	("86e85ca0ccc214b31891ecad6761f90a235493160ed8e717f699dffdb026fd5d", "77681cffa104d48bf3cf44a5a1cfa162b44d6c20fb4db25a4fe79d8dcc1b99cb", "3dff85a9f3af7631a20424d35f1c49f85e0740e02194801f0b615d645cdb5a93", "2e7247370cb03e63cd9ece51937019db8104802596a165a78e2cce4593b60330", "58d5dc0b41328c7ad8d03ec1b9344238ff14bd7054ccb90d7c1906765548059f")	38.57	69.29	56.43	82.14	76.07	65.35	64.74	24.69	284320.0	0.002168367346938777	0.0005420918367346942	0.0008928571428571422	0.0012755102040816315	0.0014557501639597256	0.0003387503149407909	0.0007128106344578636	0.00018991307071814447	261.2	1660.507	("1f494e77e66ac72c675a9a98db2ea50e10c6ff37d840357bc51a4cc753a8f9ae", "c54257efa83996c8f0f12b8147461bcb55037f066ef6fcce28e55d9928a7d8b8", "867df914be2135cab1fafbce0098fdedf13ba1a1ba51fe9059e3254150e2c117", "fc46e276bdd12abeb7fba9275b52e321ac9aab15e9f9297ddb82671ff351a9a4", "d95db21a950abd1e70df7a2991887473be831b5a272d9a6960316e94f2ade696")	
4	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	21.43	60.71	57.14	64.29	61.54	60.0	59.26	25	0.5783613445378152	0.5268382352941177	56.831	b405ec6325bd957cf6bb08900282c23dffbd6e05aaee3a36b937f5ac899dcca9	28.57	64.29	67.86	60.71	63.33	65.38	65.52	13	0.6297619047619047	0.6020833333333333	23.988	82f2e29ae0a6a4fe21873bc9668b943c5b720f077b35e3c2b6a9e5169a884317	28.57	64.29	60.71	67.86	65.38	63.33	62.96	25	0.5783613445378152	0.5268382352941177	34.954	2aa60f8106f28830e6826326e0f085bb4aade86ac4180ac0bc118e1ace42887d	35.71	67.86	71.43	64.29	66.67	69.23	68.97	13	0.6297619047619047	0.6020833333333333	23.941	6fe30bf069a0bc92ee513098f294513392bf9c78508637f30a2924d7858cc7bf	37.86	68.93	68.57	69.29	69.08	68.8	68.81	0.0	140160.0	0.005484693877551014	0.0013711734693877535	0.0015306122448979578	0.0016581632653061209	0.0014819734698437916	0.0013397545470726173	0.0013948627030614287	0.0	280.8	0.0	("39c8083c15acdf54acccc563acc67cbcdf2338b4fd2e9f7ba90285c10f993794", "a84c9ad473bab3e0363c3e4975abd9f2828a57e4e613f10d08a1620a4b0e1e62", "d86daaca2b9646d21d0744c093dff765e2c9652485586612adb547e9fc1f350f", "69fc88251cb46c94a033c36e886bb9f96e789cd7aedec8b5b0543bb0a1bcb739", "41792ac068927764831ea8722aa0dfd3c056512292524b4cf6237cfbd732871f")	39.29	69.64	70.71	68.57	69.22	70.17	69.92	24.69	279320.0	0.008290816326530604	0.002072704081632651	0.003443877551020405	0.0021683673469387777	0.0017403867953918605	0.0026711161881272085	0.0022372351967720992	5.28624011277308e-5	427.20000000000005	1705.054	("d8b211949ee28c83824386da87b7e472b895eead0b924e85ddc3b9c25fcdd6de", "ec73e3385439b1a40fb35c597a90731946d4124dd36627e83ec0eb3047c0cf5a", "25ef3573d1a81e45daf31e3df8690d5c1fec932a51b58f1d9ed6ebdd90e8767b", "812a3a7a5764453132d04719d27b0c06d601aae7df602f0ee9cff4d96181909d", "38827d6384369fea6dbacd8057c38048d10e108d96c7c1bcf3c9f886c2799b8d")	
5	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	25.0	62.5	60.71	64.29	62.96	62.07	61.82	15	0.5976190476190476	0.5458333333333334	9.444	8f8e52d1f87b350497c6fa4a41c1273770d7c551eeadded435efc1ab7a475cb9	21.43	60.71	57.14	64.29	61.54	60.0	59.26	13	0.5731203007518797	0.5292763157894737	8.05	08c802b777e13fc60bf08ad9e34061aeb515c980abae08e7570043f4dd70c155	25.0	62.5	60.71	64.29	62.96	62.07	61.82	15	0.5976190476190476	0.5458333333333334	8.156	8f8e52d1f87b350497c6fa4a41c1273770d7c551eeadded435efc1ab7a475cb9	21.43	60.71	57.14	64.29	61.54	60.0	59.26	13	0.5731203007518797	0.5292763157894737	8.341	08c802b777e13fc60bf08ad9e34061aeb515c980abae08e7570043f4dd70c155	39.29	69.64	66.43	72.86	71.07	68.51	68.61	0.0	141640.0	0.0025510204081632586	0.0006377551020408148	0.0016581632653061246	0.001658163265306121	0.0009548676354170858	0.0006676468768655581	0.0008056796993652231	0.0	708.8	0.0	("bcff02e32c732cca6b1fafc76459e55d36ba605c9cb50a05eb6a8a1566e25263", "0628b2e41cf8c87527b292e1e5818d1b982bea14d73b7d4e531f7a3e4eb3e625", "90df60dc4313131543f75d48ec1a0a8532c218f53af11064b5063a9117b29237", "69dd87c500688615d2b4057e146a46d3b8019aa51ca934c8c25a1d2cda557a72", "050fcfa15aa957caceccdffedd785c24867f18a4068b09cee7a1db0d4c2c0481")	38.57	69.29	65.0	73.57	71.33	67.77	67.91	23.27	281400.0	0.0008928571428571412	0.0002232142857142853	0.0008928571428571446	0.0029336734693877525	0.0011177821071717893	5.484037614352044e-5	8.240175381017818e-5	0.00024081760513744191	2936.0	1625.162	("f96d7f819718be4d7db2012e46d4793167b14d1378a7b582831c7a1e3b5eb16b", "8c3d9ac40e972220f16fe66a2bb923b1c0ee5ce753a4058ad019cf3d5b9f6408", "206dc651b0fe5f16c2062716801b002dea1e335b635348f70e5e197182dbbf22", "40c936f4f75a028c7dec98198b66c2c27741e9010b00a02f9f0ba972465898fa", "efb858a370ee4c1cff84f96fa8bd35e14e4926c639d2917bdabeb9923e5909fa")	
6	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	39.29	69.64	75.0	64.29	67.74	72.0	71.19	21	0.7095238095238096	0.6166666666666667	9.908	acf65f787f2eabdd1d2e3136f64da4427a450cb0f1d305592214c9a13746d937	46.43	73.21	75.0	71.43	72.41	74.07	73.68	9	0.730952380952381	0.6541666666666668	7.283	d7b19b2588a03eb5a2126af0e71d09a51595dc68a14a511adbc723771e59e336	39.29	69.64	75.0	64.29	67.74	72.0	71.19	21	0.7095238095238096	0.6166666666666667	8.791	99722e7abe734cdd211a8c9810eeba28277da07af4fda72389a37449dfc39719	46.43	73.21	75.0	71.43	72.41	74.07	73.68	9	0.730952380952381	0.6541666666666668	7.267	d7b19b2588a03eb5a2126af0e71d09a51595dc68a14a511adbc723771e59e336	45.0	72.5	78.57	66.43	70.03	75.79	74.02	0.0	140960.0	0.0029336734693877578	0.0007334183673469394	0.002551020408163263	0.0003826530612244895	0.0003321829511135575	0.001816134870254977	0.0009687759724268135	0.0	462.8	0.0	("05ecb41601c3a425012875a22ce342cf918a036dc0835de33ee4b3fdab8a68c3", "965aa2eed0dcea7415f9b8f1bfd5a35e843a3c38211cd28dfcc810c25806bc6b", "fed071b0f8fe408d4350c502d5e61a177b3f27522aa2fc4c21a349bf154097ca", "a27f8283e28032dada43b5d81a2469b79145499a86d990bcabbf0a11f3695fd1", "74e8ebb2519b94c65718ceff824cc6a772c3121e4895ba707b6e50dc30ccb889")	44.29	72.14	78.57	65.71	69.66	75.45	73.82	26.37	280320.0	0.0010204081632653043	0.0002551020408163261	0.0006377551020408157	0.001020408163265308	0.0003124347246946821	0.00041249292513506706	0.00021252751701800835	0.0006519696139086854	725.2	1535.299	("dd2c9591fb922c3584e4d46f2392e4524c59e1fdbf8ee2a9ab8150e17cfd8220", "80cb19e6a0412f70ecbe368262d47c7f13050a75579f73e0eabf8fb37e37900e", "ea10e8fa945da2afec0b033231a151a3b8456750fe1ade6e229e5619edd97965", "cb6fe43a4c58a1f121077682c796ac19869d9a1e7089ce6c7871d47d2a01b087", "7ecf5225423b7329bf274b41b4b0faa3bf7ce30a3e20838d651fa8075e3d6234")	
7	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	25.0	62.5	67.86	57.14	61.29	64.0	64.41	31	0.8214285714285715	0.6875	10.685	4075d8f9a18565f8eb11735151acde3882942491d791887acefe04fc27d38f33	25.0	62.5	64.29	60.71	62.07	62.96	63.16	19	0.6083333333333333	0.5645833333333333	9.133	3a07aac7e071ad1b2c4e9efedef414f2b7a05f3e168d4d55365d5fd59fc4c0cd	25.0	62.5	67.86	57.14	61.29	64.0	64.41	31	0.8214285714285715	0.6875	9.364	da135b75cf13b44111888d325d9e6fed547b3831c6859d743544f3561d58c24a	25.0	62.5	64.29	60.71	62.07	62.96	63.16	19	0.6083333333333333	0.5645833333333333	9.25	3a07aac7e071ad1b2c4e9efedef414f2b7a05f3e168d4d55365d5fd59fc4c0cd	48.57	74.29	78.57	70.0	72.57	76.44	75.41	0.0	145000.0	0.00803571428571428	0.0020089285714285704	0.0006377551020408157	0.0048469387755102	0.002949281546645712	0.001157339693273759	0.0015002840453587976	0.0	154.0	0.0	("f93dc3146576d8c052ff0a240f22570bdbf38c38f992c759d082108fb6894ef4", "a0d2e5219bd996501c544575766a642c95c70c923f1a9367cd7877cd766adc01", "c8aeb69bab2812f96ef2cf7d74c4fcbbe9d2f8463741d54ce3482030fb3b539f", "1a95df98f172fb1ae7e825c0a6cd8bc7d4cbf00cec4678a789c0f5b2b0d9566f", "c5e3e67ea4f991acc4155b1a0ca657236ddb99bbeb1c19e8bc0068cfae26ed01")	50.71	75.36	80.0	70.71	73.51	77.75	76.56	29.73	290680.0	0.010459183673469385	0.002614795918367346	0.0003826530612244894	0.007270408163265305	0.003850269274376418	0.0012845371199564268	0.001731145704018783	0.0003661210744772507	165.2	1521.903	("62c8a4ccfd3ee54ee0db104995ba42af6fc31a4d647f19eab73df5953d16e7f5", "0543b714a2bc5add88eea96a447f636f3d4d52675ee9382cb84cf647e00f9699", "38b1f9e2a7b0cc8d2968d786f9e4985045a2e434a16b14968eade4e0942af61c", "91e227a51bb49b0fd5107165cd9fd2d8a66d76bd6301e75f5770674f1e784825", "9234d061f8232c2f4292dbd57e9ed59e9ec32068163e2c2fb4ff3caf0e68056c")	
8	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	32.14	66.07	64.29	67.86	66.67	65.52	65.45	25	0.5957142857142856	0.5270833333333333	12.625	4e819773b31c8c4d4a65966fbccddaf8c92b5248d6cf6ded24478049c0ad8647	25.0	62.5	53.57	71.43	65.22	60.61	58.82	17	0.6386645962732919	0.5959239130434782	10.991	b534946bc69940c1ec674d4b0e0b40c0564f0c2906a24b71d3f889c7cad29f1b	32.14	66.07	60.71	71.43	68.0	64.52	64.15	25	0.5957142857142856	0.5270833333333333	11.573	18ae54072dda4cb254477288b62b13f4701b66f40a44915fcd63edcbc971ea4a	25.0	62.5	53.57	71.43	65.22	60.61	58.82	17	0.6386645962732919	0.5959239130434782	10.983	b534946bc69940c1ec674d4b0e0b40c0564f0c2906a24b71d3f889c7cad29f1b	33.57	66.79	58.57	75.0	70.46	64.31	63.89	0.0	143280.0	0.006760204081632654	0.0016900510204081631	0.0003826530612244895	0.005102040816326526	0.004071354641029963	0.0008268512665747577	0.0011452168638572046	0.0	209.2	0.0	("364a9d9670a549fb40b272fa4d2de3fb9a816c76e9465f1f9bc68cb361c2430d", "87d4d5eb064ad428a49ef6ce51f01c92ef0829b75b04c9e058cde2d2a9cfca12", "8a8690fde91547adc56cb2ff4984268ed2e7678851cddd1ff25cfc1ab4377b5e", "986614e364c90b1a712d584a48b7a77d84faf6f7937a7287fabc8cce80b2506c", "e8bf4c72c645697cbb3e9ebb2e4c7092a1aae82daf0090a687a1e5f0271944fa")	30.71	65.36	57.86	72.86	68.05	63.41	62.5	26.99	285760.0	0.004209183673469385	0.0010522959183673463	0.002168367346938777	0.0010204081632653051	0.0011948232887389093	0.0009683473668234391	0.0015504634013076726	0.00042094134231341544	1318.7999999999997	1453.897	("b12cb27b72d3f0bf39de5137f1eaad234da38f3981be6c402a788f2f09f91356", "4b10c4f23b765f2b16d580af66d5e0a6cf668197a4d297311b0e1412ad317207", "f46bdb12d0659cf16bf01be2212edd42d7aa4ed65fe363f318f44e3740ced1de", "c24b0ef28823e735cc090f2229b95fc8be2863234ce68a9a9fe8d648638bcc81", "6ace4561e4b3119f955f7d31c7d01faf60703595bee5dc90264c62f04350acc7")	
9	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	21.43	60.71	67.86	53.57	59.38	62.5	63.33	27	-Inf	-Inf	7.569	af0e076dcbc9e695f053379acb1cc87365bd19b9552c5669cfcf9c30b65791a9	25.0	62.5	60.71	64.29	62.96	62.07	61.82	15	-Inf	-Inf	6.6	45ad1699f5514b2dec3c3b656bf48c550a885da5416551d2d51cae79c7276b60	17.86	58.93	71.43	46.43	57.14	61.9	63.49	25	-Inf	-Inf	6.774	5fe51766613fef590d54e99ebd477936472f86cb0f42d5496f5ab11c56f73aa8	21.43	60.71	60.71	60.71	60.71	60.71	60.71	15	-Inf	-Inf	6.64	549c9b47ec74497bf26766ec5d2b24badb567804b5a02e060aa3a9c7e20d006d	32.14	66.07	59.29	72.86	68.79	64.17	63.57	0.0	135480.0	0.0025510204081632673	0.0006377551020408168	0.0016581632653061241	0.002933673469387752	0.0013548953145236494	0.00047093136240588797	0.0007220191153058285	0.0	87.2	0.0	("f7de1f27fcc265ff388478e9f79e168a1e7d9bbac0d1b7f8a02989ba92165065", "2bf84812cb6bee660250528d621cca1e979fdb8f1868f2bc962a2e516784b57a", "5e002b76cebbc401d4489410b95ec0d87535c2dea93db8efb604bad4a61defd5", "9bc93141e624b27c4ccce62dc4d146afb05fcea28786d8b59e8935e49fc35805", "479686f393d560d6b4bcd5eb3d57b1fd3eecc4c2ddc3aa5aa85ffceb9ebc98bb")	31.43	65.71	60.71	70.71	67.51	64.3	63.9	26.55	271960.0	0.0008928571428571412	0.00022321428571428533	0.0006377551020408177	0.000892857142857142	0.000411488462097739	0.00019892712003202956	0.0002701816638018018	0.0006167280131568643	498.8	1523.151	("5676a3b6f043fc2b3e307db7fd872c886d82d16459c33c82809728b435b5393d", "5a72af9de93bd0033e97d31c3c52982ea1a46b520d904c713d5164ee471fbea9", "bbc96272a2b084c7832b7308d0cbe289006ef166339d98660a6938c88014f79e", "557feafe48e22eb7cf559b72ba098ddb7c6c795eaf6ce5f641b9eb6b75bbf005", "ddbaecbbde934ab270face0b46fa241027b55bd81fc626813e7b4c25a8dc287b")	
10	stump_with_memoization	(1,false)	3	40	(120,100)	false	Any[]	TestOp_80	35.71	67.86	60.71	75.0	70.83	65.62	65.38	27	0.7071428571428572	0.628125	10.156	8f1c3168a6e6462fcbe8ffe2149a1bbf5ef19be6c419e5ffe4cc4cfc23f06288	42.86	71.43	67.86	75.0	73.08	70.0	70.37	11	0.6774725274725275	0.6375	8.68	e661a51ec5a831f5f113c80a40be4969ecf105855445f80883d442782bc2a8e3	35.71	67.86	57.14	78.57	72.73	64.71	64.0	25	0.7107142857142857	0.6180555555555556	9.718	c31851a3a889cc12345cc1044170772913aab8181c1da8b23324c57d4829763d	42.86	71.43	67.86	75.0	73.08	70.0	70.37	11	0.6774725274725275	0.6375	8.627	e661a51ec5a831f5f113c80a40be4969ecf105855445f80883d442782bc2a8e3	43.57	71.79	67.86	75.71	73.66	70.37	70.54	0.0	143880.0	0.0021683673469387686	0.0005420918367346921	0.0031887755102040826	0.0008928571428571422	0.00042464108799864246	0.0010848475054016685	0.001107584973689235	0.0	111.2	0.0	("445487e489cde390b70d7183effaaff8040b42674638f851b4e16cf8231a84c4", "c9ee8a7591c87d60acc839ee0863c54f2c37e30aaaef0a7b6f49373f6fc8414e", "cfb6fe1fe7d5fe8d01863290d31b5f9c5ab089c6d86e2015e69557e9cbeb8024", "5eec15025fd828403d0df57b362e6dcd4d87c85e4d6561bd83e71dfadb2ac8cf", "9b8ef22861d34758f9761a04d010597ac1f361f901d923181bd34171cce2391e")	45.0	72.5	67.86	77.14	74.83	70.58	71.17	27.17	287320.0	0.0003826530612244871	9.566326530612178e-5	0.0	0.0003826530612244895	0.00025633136094674645	2.8095733610822526e-5	5.2887031250228395e-5	0.00013313493617354572	467.20000000000005	1547.475	("e1803ec900d8567638506017b213435562ab3637a4032f9eece98bc909127780", "724d2e4e2307471f9aca19194fba03668e324190114969b1586ba4452e867bf9", "533d33d586418d2afce82440ceb2b5b543012964edb8d0b1879f6bb1b63cf679", "7680ae4558c4ce58bb7d16c1af2925a7f7c2993df06b64b3368b761e93b7fa8c", "401aaf9bb6708fd0d1cdaed3b38a05437db6a8eabb2b1eb7996f29456e68f916")	
