Dataseed	windowsize_flattened_ontology_test_operators	n_samples_per_label	n_attributes	dataset_name	# insts (TRAIN)	# insts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.3)train_accuracy	T(entropy,2,0.01,0.3)K	T(entropy,2,0.01,0.3)accuracy	T(entropy,2,0.01,0.3)macro_sensitivity	T(entropy,2,0.01,0.3)safe_macro_sensitivity	T(entropy,2,0.01,0.3)safe_macro_specificity	T(entropy,2,0.01,0.3)safe_macro_PPV	T(entropy,2,0.01,0.3)safe_macro_NPV	T(entropy,2,0.01,0.3)safe_macro_F1	T(entropy,2,0.01,0.3)n_nodes	T(entropy,2,0.01,0.3)t	T(entropy,2,0.01,0.3)hash	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,4,0.01,0.3)train_accuracy	T(entropy,4,0.01,0.3)K	T(entropy,4,0.01,0.3)accuracy	T(entropy,4,0.01,0.3)macro_sensitivity	T(entropy,4,0.01,0.3)safe_macro_sensitivity	T(entropy,4,0.01,0.3)safe_macro_specificity	T(entropy,4,0.01,0.3)safe_macro_PPV	T(entropy,4,0.01,0.3)safe_macro_NPV	T(entropy,4,0.01,0.3)safe_macro_F1	T(entropy,4,0.01,0.3)n_nodes	T(entropy,4,0.01,0.3)t	T(entropy,4,0.01,0.3)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	RF(0.7,51,half,all)train_accuracy	RF(0.7,51,half,all)K	RF(0.7,51,half,all)accuracy	RF(0.7,51,half,all)macro_sensitivity	RF(0.7,51,half,all)safe_macro_sensitivity	RF(0.7,51,half,all)safe_macro_specificity	RF(0.7,51,half,all)safe_macro_PPV	RF(0.7,51,half,all)safe_macro_NPV	RF(0.7,51,half,all)safe_macro_F1	RF(0.7,51,half,all)oob_error	RF(0.7,51,half,all)n_nodes	RF(0.7,51,half,all)σ² train_accuracy	RF(0.7,51,half,all)σ² K	RF(0.7,51,half,all)σ² accuracy	RF(0.7,51,half,all)σ² macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_specificity	RF(0.7,51,half,all)σ² safe_macro_PPV	RF(0.7,51,half,all)σ² safe_macro_NPV	RF(0.7,51,half,all)σ² safe_macro_F1	RF(0.7,51,half,all)σ² oob_error	RF(0.7,51,half,all)σ² n_nodes	RF(0.7,51,half,all)t	RF(0.7,51,half,all)hash	
8	3x3 avg,propositional	100	-1	Salinas-A	480	120	[204]	[()]	97.29	97.0	97.5	97.5	97.5	99.5	97.5	99.5	97.48	11	7.132	2f6f795d50c0772a0fcc0ba9b7dcdf354378993025cbf4e2ce18376e19a2bea7	97.29	97.0	97.5	97.5	97.5	99.5	97.5	99.5	97.48	11	7.155	2f6f795d50c0772a0fcc0ba9b7dcdf354378993025cbf4e2ce18376e19a2bea7	97.29	97.0	97.5	97.5	97.5	99.5	97.5	99.5	97.48	11	7.099	2f6f795d50c0772a0fcc0ba9b7dcdf354378993025cbf4e2ce18376e19a2bea7	97.29	97.0	97.5	97.5	97.5	99.5	97.5	99.5	97.48	11	7.231	2f6f795d50c0772a0fcc0ba9b7dcdf354378993025cbf4e2ce18376e19a2bea7	97.29	97.0	97.5	97.5	97.5	99.5	97.5	99.5	97.48	11	7.213	2f6f795d50c0772a0fcc0ba9b7dcdf354378993025cbf4e2ce18376e19a2bea7	97.29	97.0	97.5	97.5	97.5	99.5	97.5	99.5	97.48	11	7.254	2f6f795d50c0772a0fcc0ba9b7dcdf354378993025cbf4e2ce18376e19a2bea7	100.0	99.6	99.67	99.67	99.67	99.93	99.68	99.93	99.67	1.83	84300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5600.0	66.911	("806b254b8f7708b47f85b7d9a1436f08c34a6778f8ee2701464e1b734245d16e", "f4a7d15362762cf79950376502dcf578c6ec950911146c1769ec42d06954d61b", "10cae81230fbadf1360b1c2a5a43c111e6216d05d46bd4d96ca8da6f40246bbb", "390a254968ff8e20f1ebbcf5e3289f459742fe2c27ff7e6216cbf4fc0299fb6f", "d001a9f0d999eaf3c4630ad4737bf1501a502a7e08746d618d631f735b01a6a5")	
9	3x3 avg,propositional	100	-1	Salinas-A	480	120	[204]	[()]	97.5	95.0	95.83	95.83	95.83	99.17	95.91	99.17	95.81	11	7.217	292f044fad176532577b98b7717b7ddcc62529ac7c12220e3001718762dfc615	97.5	95.0	95.83	95.83	95.83	99.17	95.91	99.17	95.81	11	7.194	292f044fad176532577b98b7717b7ddcc62529ac7c12220e3001718762dfc615	97.5	95.0	95.83	95.83	95.83	99.17	95.91	99.17	95.81	11	7.25	292f044fad176532577b98b7717b7ddcc62529ac7c12220e3001718762dfc615	97.5	95.0	95.83	95.83	95.83	99.17	95.91	99.17	95.81	11	7.192	292f044fad176532577b98b7717b7ddcc62529ac7c12220e3001718762dfc615	97.5	95.0	95.83	95.83	95.83	99.17	95.91	99.17	95.81	11	7.225	292f044fad176532577b98b7717b7ddcc62529ac7c12220e3001718762dfc615	97.5	95.0	95.83	95.83	95.83	99.17	95.91	99.17	95.81	11	7.215	292f044fad176532577b98b7717b7ddcc62529ac7c12220e3001718762dfc615	99.96	97.8	98.17	98.17	98.17	99.63	98.25	99.64	98.17	8.83	84460.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	11280.0	65.895	("771631c6eadeed635b2b657c1da5d7ac3afed32046d349c4b95d79e8b9b868c6", "d9334953cc5daa214a60b137caa7ecc6fb240d29fa83dc5409e408f1d04fafad", "6a015dff3b973edf35fb684b9c132b81be075bcffc36f0061f76af5e4bc197c9", "c4e0fce4a7536089626c6ccb4912a95f03ad90883184de11b4feab9623e6d61d", "5410d3b2f69c983a2983c7e09e45350035453eb9bf2777883908f797bdfa1a94")	
10	3x3 avg,propositional	100	-1	Salinas-A	480	120	[204]	[()]	97.71	95.0	95.83	95.83	95.83	99.17	95.93	99.18	95.78	11	7.199	bdb21cf655fef69e2eb1d675a984bd92f2cc2908b2c2d7236161ab26645bb5da	97.71	95.0	95.83	95.83	95.83	99.17	95.93	99.18	95.78	11	7.259	bdb21cf655fef69e2eb1d675a984bd92f2cc2908b2c2d7236161ab26645bb5da	97.71	95.0	95.83	95.83	95.83	99.17	95.93	99.18	95.78	11	7.193	bdb21cf655fef69e2eb1d675a984bd92f2cc2908b2c2d7236161ab26645bb5da	97.71	95.0	95.83	95.83	95.83	99.17	95.93	99.18	95.78	11	7.183	bdb21cf655fef69e2eb1d675a984bd92f2cc2908b2c2d7236161ab26645bb5da	97.71	95.0	95.83	95.83	95.83	99.17	95.93	99.18	95.78	11	7.201	bdb21cf655fef69e2eb1d675a984bd92f2cc2908b2c2d7236161ab26645bb5da	97.71	95.0	95.83	95.83	95.83	99.17	95.93	99.18	95.78	11	7.173	bdb21cf655fef69e2eb1d675a984bd92f2cc2908b2c2d7236161ab26645bb5da	99.96	98.6	98.83	98.83	98.83	99.77	98.88	99.77	98.83	2.46	85100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37600.0	66.092	("2cb5563e35685f44b8d66c8bf7469245395e7bbf9ad98e313a4a306a3f58386e", "10a571f47794ec13556c7b01ffd6addadc932d35d8450fd313dc80d06868e080", "2bcb28494fb6ce5891eefbd373616be3d67cda0b73b739d9c04b67bab7351408", "0894ffa0c2a343d8e41c8af21efa1713261ebd5915c9a27151534f132dc03205", "0d93f100d756cf8be10500225fb0ad65b4316d0cdc9809d6d59584e40be534e0")	
1	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.08	64.0	70.0	70.0	70.0	94.0	71.99	94.1	69.71	73	60.39	a8054dcde1827d3d9a8e4eb2e035c377331b284d71cbeb1a87d5d6343c337c08	95.62	69.0	74.17	74.17	74.17	94.83	75.31	94.92	73.78	61	59.746	a0ae139bc87570c58b005f9721f157ca50eeef4f416154192994f0ef30b60492	95.62	69.0	74.17	74.17	74.17	94.83	75.31	94.92	73.78	59	59.541	883eddd9d7eb69aed4dac50bd722b124e73b7e4b922a3171987f12dda0f382a1	94.79	63.0	69.17	69.17	69.17	93.83	70.58	93.94	68.67	65	59.556	ced0b63a41642ca2ec8fd0b0177e41707fb0682a1526357c6832b2952013c418	94.38	68.0	73.33	73.33	73.33	94.67	74.36	94.74	73.05	53	59.213	2c8349dcacc263e3b3186a5d3f8cc8e94951499df872541a6f5476d127504a6c	94.38	68.0	73.33	73.33	73.33	94.67	74.36	94.74	73.05	53	59.089	2c8349dcacc263e3b3186a5d3f8cc8e94951499df872541a6f5476d127504a6c	100.0	88.2	90.17	90.17	90.17	98.03	90.7	98.04	90.23	14.33	319700.0	0.0	0.07	0.05	0.05	0.05	0.0	0.05	0.0	0.05	0.0	53000.0	737.979	("3102e9d33588abeb95adb5e9bd6406211b9823c8703af53eada8f5a7e1328158", "6ffffb67a3d3562386fcba25acab822ac7ed713a6f472e4e570f69d25f3cd9c6", "11f622a3f503cc7766e70dd9255cc90b4306d5009201b89af253d5a52712ce9f", "2c4ee0dbf332c325327af799d4120cbda0f52ab8c87f97be516875afa0ac610d", "77c3dcca3bbe35ad233a5f645ef8e7e66eb3fe98402199a9696bb2e9c92d35ad")	
2	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.71	68.0	73.33	73.33	73.33	94.67	73.98	94.68	73.41	77	57.115	c33e75263cb8cc96dcd14a3798aa7da8b8b0b33f11c932701951b3ae27874a8b	95.83	67.0	72.5	72.5	72.5	94.5	73.14	94.5	72.65	61	55.411	c67282591c1c64b4b62b97dea341c24a1d02193a18e5e0e4c4c28e55ffe57fef	94.79	69.0	74.17	74.17	74.17	94.83	74.89	94.84	74.3	59	55.19	f273658e42296c267028155195c5461f32da5eeb6c52d7c6336086808cd0f1a9	96.25	65.0	70.83	70.83	70.83	94.17	71.74	94.17	70.99	69	56.76	9953ce2de716ea1646d5990332e3cf837c9bf57c711b67ac696cb8528de9f841	95.0	67.0	72.5	72.5	72.5	94.5	73.14	94.5	72.65	55	55.473	3be457067a02c5679fec1cb0e1b4e7a3ae072546f6d44297dee5acf7b7e6abfe	93.96	69.0	74.17	74.17	74.17	94.83	74.89	94.84	74.3	53	55.398	3df8e1144e0039264bd7a979514757e30b27e58db3ae5d7cd1d0336fe87886fc	99.96	87.6	89.67	89.67	89.67	97.93	90.05	97.95	89.63	13.0	316780.0	0.0	0.03	0.02	0.02	0.02	0.0	0.03	0.0	0.02	0.01	49520.0	722.472	("2e8dbd2a0c854de4fc700e8c600db1211f6dea1ded3bc1314a42503e8bfb85c9", "eecdadc7627cb18e1eef60469d18a2dcf370dfdc68623c9b3e3cf588e1a9d55e", "9934bf4f7cbbee0e504db982b888bd83f6813035a8b4366782a5aaee127c9172", "ce6788cb7dec6f024878941187aa2797229149823f398323c1225b0cb3650a3e", "4df845129759e46da7cf34150d027eaa66e2c63bdef0e0bcc6238066debcf214")	
3	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	96.88	72.0	76.67	76.67	76.67	95.33	78.46	95.41	76.51	69	56.851	ee8226b85d793b01a196c60b425ba1d6e73bce86c5dc251d0009eb8b3af94f2f	94.38	66.0	71.67	71.67	71.67	94.33	73.95	94.45	71.46	59	55.573	c80dd20fa5b576a13381860f2468310e39efcbd9da584aa1d5d56ee2a678b31b	93.96	66.0	71.67	71.67	71.67	94.33	73.95	94.45	71.46	55	56.163	5b7dbe83499e424e705ce30958f03fc18483bbe33d803882c614293889414337	94.79	69.0	74.17	74.17	74.17	94.83	76.26	94.92	73.95	65	57.134	ba3bf6d0076d216876b32b5beaae54e9dad389f76ac75608e2207a818e3befe1	93.33	65.0	70.83	70.83	70.83	94.17	73.15	94.25	70.77	55	56.094	b284ef25bf615160de3314e9da02b6924ff65199c4670655fe3282c0bc953167	93.12	65.0	70.83	70.83	70.83	94.17	73.15	94.25	70.77	53	55.733	aa027f1e800305a3b733ddc0b49e340d4017adc35ff4b4582178ca6fe11dbadc	99.96	86.2	88.5	88.5	88.5	97.7	88.85	97.71	88.52	13.17	318740.0	0.0	0.06	0.04	0.04	0.04	0.0	0.04	0.0	0.04	0.01	172280.0	725.679	("43d2e47ad68024c66f552f4ce86bf786751767364d70d716293733491a3f5da4", "e4b4107d485f45c3a242f4441a18ce57de2ac510bb8d998997188a5b60321d3e", "4103c8babb2259f4a14b378bfba5137b93ae7a3575177ff7bee3f9fdf1b96c80", "b1a75ad1507e4f4736e5e627a1c825d7afb971bed3db4dc3328c6a0cb274dadf", "49383ea73e771afeaf98de9c52f21382992eb27c8895992c6507433d8ea8fed8")	
4	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.92	63.0	69.17	69.17	69.17	93.83	70.14	93.86	69.2	75	59.659	1243d468775863a07723d173202f838138007bee6ad829e728abb3f5137f1429	96.88	63.0	69.17	69.17	69.17	93.83	70.14	93.86	69.2	69	59.647	100a464f251ffaaa1318b6a21bb7e74f4854ac77d903d0412cc6be37aa4e7cce	94.79	61.0	67.5	67.5	67.5	93.5	68.4	93.52	67.58	59	59.584	2f2fa159f52848bd81bb5d5f5809501be69c378b736788003eeb0dea60c31af7	95.83	65.0	70.83	70.83	70.83	94.17	72.6	94.22	70.85	71	59.539	12ddb217df145aeca6f3b6c125bdc6dd430d0eaf0229f1fd515503f18df22de2	95.0	65.0	70.83	70.83	70.83	94.17	72.6	94.22	70.85	65	60.389	1415f740704f9930ce13afed426a22ab192133669c58072ba53e6855fbca731a	93.75	61.0	67.5	67.5	67.5	93.5	68.4	93.52	67.58	57	60.047	eaba3e845580377b292b09c937dd3793e124e8f7a2668e98f074943028e27680	99.88	86.6	88.83	88.83	88.83	97.77	89.01	97.77	88.83	11.96	316060.0	0.0	0.05	0.04	0.04	0.04	0.0	0.04	0.0	0.04	0.01	42680.0	731.685	("52683117af2969158e802d6463ee99fa0ae9504510a76e8f602a2c3cbf630488", "6055acd578de458df6f0bbb76fc6b867689b4f193c54156a9f224220d2d54484", "b84086b234db671732a1e4750eaecc2d3fce7f0736c0aa668eff116072332b14", "9f0672ee78d302d107c54194f88b7544241f16c0b8eb7961a81803fb0174011a", "8801ed98df3ee405523899accc92c6965096ab4a2ac81590b5b1e0e8743a09ee")	
5	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	96.88	65.0	70.83	70.83	70.83	94.17	73.61	94.28	70.72	75	56.628	bb0bfc843f038c202fcdfb31fa57ec2b6304beee130c8d48f6019eaedda41cdd	95.0	65.0	70.83	70.83	70.83	94.17	73.39	94.27	70.81	67	56.603	fe7c8e1db7872ed01a14540c921edd1024b31d0a7fa47ae57a6985b2a27791bf	92.29	63.0	69.17	69.17	69.17	93.83	71.7	93.96	68.96	55	55.256	f637d245512aa07dfceb507e5d2039274647e31ff10500f37593292a0bc144f3	95.0	67.0	72.5	72.5	72.5	94.5	73.7	94.59	72.07	69	56.739	6622d03c3fd1dcb0ced4e51e92e927ce92b7146a983083594e6b761d13d6498f	92.92	67.0	72.5	72.5	72.5	94.5	72.68	94.54	72.27	59	56.502	6487f91d203d1f82e62a09185e09fe4bc288c32cdd15f5dda37fff554e9a5d2b	91.04	65.0	70.83	70.83	70.83	94.17	71.86	94.25	70.47	51	54.915	d544f267b955d1db844d25542b6a8aa6a7103ad662db1996f62c83bf56790a33	100.0	87.6	89.67	89.67	89.67	97.93	90.11	97.96	89.63	12.92	317420.0	0.0	0.02	0.02	0.02	0.02	0.0	0.02	0.0	0.02	0.01	85720.0	738.772	("f0ced28b3682da398593f0e4040b5df607fe58b15c20063a1c2bd8c4d8911aa9", "89bcae512fa9aea9570803b2bba075051f79267deed449c40ca08e9a39614670", "275a16214c094cdd096cdde894ecc6c841d8461528c04c4b1886bcbe77651df1", "6a66035fdc2d23fb7f69a3adf23c16abb64b67efded2bb0dab8e568a0c56bb6b", "b706ab7f8fed22fddec50c1ca79215aef1578a55a3581a5dd4fb74824b5b5d6e")	
6	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	96.67	70.0	75.0	75.0	75.0	95.0	76.91	95.08	74.87	71	60.316	a500658ac5432b4da980b76e2a3c39190f26a692bb50dfc4ad0cc0f7e22f4dc6	96.25	70.0	75.0	75.0	75.0	95.0	76.91	95.08	74.87	67	60.593	407014c50a45cdaf75da8b9f499a2111114b2ac3c1fd2ef3e71a31fca25642d4	92.71	71.0	75.83	75.83	75.83	95.17	77.6	95.24	75.72	51	60.764	d133dd4ff08a3e7648072b9b9ab8cc333438ebfb5a9709202ff3eb092a075b52	94.79	68.0	73.33	73.33	73.33	94.67	74.56	94.74	73.14	65	61.14	74b24c3b76b78684ef1dc6ef59710db7f1ab69bb94f388a4f543ff1221d7a682	94.79	68.0	73.33	73.33	73.33	94.67	74.56	94.74	73.14	61	60.711	05346ab578e2b3e44195f9c6477d09a441de3d6de7e3439fde5d4391db272dbb	92.5	70.0	75.0	75.0	75.0	95.0	76.38	95.07	74.81	49	60.339	b5a5e6b96de103ed4618ae235c7a5ab3e24fed521805eade61f767d5bfa6f82d	100.0	83.8	86.5	86.5	86.5	97.3	86.88	97.32	86.47	14.88	322180.0	0.0	0.16	0.11	0.11	0.11	0.0	0.11	0.0	0.11	0.03	66920.0	744.547	("42d32173f93ec183855d3903b6da4e3d642d7f1a3a14c95d0b74199bbb153762", "484b36b29d3a37c055c8983efb4e89acd505bd7bdabb56cc422c5ebef1bdc4b3", "4b037c2884c1548944c8976ab880176a9402e340d33e8a6a036f99283e8908d7", "109a47e8ea720c8ef3a7bb0a6508e54b31da68d1077f4c7ea4444db57aa97973", "ecab95aaf8a6cb72e5a3a2ba7603e99bc240ab86e5f3f959aff00e774ce219de")	
7	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	96.88	64.0	70.0	70.0	70.0	94.0	71.46	94.06	69.89	75	57.955	b375daf7b18ef3f7f3f886072b9ecd5e7c2ff04ca042c76bf5fc424f563aa21d	95.0	63.0	69.17	69.17	69.17	93.83	70.55	93.87	69.13	61	58.186	d8d0cfd193588e0198afb427e935ce45e2f0efdf79a5d98599f1866d72fa9122	94.17	64.0	70.0	70.0	70.0	94.0	71.31	94.04	69.95	55	57.973	fa752781aa866788f2e3ef84994c618ee08e4c789d39b11f5b7650a80c443216	94.79	63.0	69.17	69.17	69.17	93.83	70.55	93.87	69.15	63	58.174	6db94da687050de686589da066933e0db367e417b7e0bb3eb99fecefa77a265a	93.75	62.0	68.33	68.33	68.33	93.67	69.64	93.7	68.31	53	57.604	e2e8aa0a4d557df4aaa5d214e8793a1759437b0041c41f34554138238749657c	93.33	63.0	69.17	69.17	69.17	93.83	70.42	93.87	69.12	51	57.68	6f1001586a873f16ae98b8e5676a1b412a34f137932d5f3394a090dea91101af	100.0	92.0	93.33	93.33	93.33	98.67	93.64	98.68	93.32	13.5	319580.0	0.0	0.11	0.08	0.08	0.08	0.0	0.07	0.0	0.08	0.02	40920.0	735.121	("cad8b48b771883e6b153d8d0a0469147356879830ee339bf6f2bd866b4ce3f98", "449c71b5a23292a096af219e9b40575fc5d81e7c65bc92de634935a718b153c1", "f447e31307f8a4705308a64493f92dae323c58972c41a555ecbf09bb5295c050", "f8eea2e544fd377af1b4d108a3ed16594702f76a4eb5f7644159b8b3d2ba1f39", "4c7d9acdcb5fc5a86deeb3d1f09c3d215c66e85ceb9ea7f0895aaa5943379ec9")	
8	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	98.33	75.0	79.17	79.17	79.17	95.83	80.07	95.88	79.04	73	58.502	95e7d1dc5e972e514e3805a32d13b5d1c53ae84fb60a5f3641225a19c77c589a	96.04	75.0	79.17	79.17	79.17	95.83	80.04	95.86	79.2	63	57.904	2df7ffb873de9dc934d75b47d8a8b760b790c06df18f58d8a0d470047a2e9cfc	94.38	74.0	78.33	78.33	78.33	95.67	79.12	95.69	78.33	57	57.206	012ecf569648bc1045e265ad5881bdcce8bb08cf932db8c683ad5c4ed3585c0a	95.83	78.0	81.67	81.67	81.67	96.33	83.5	96.43	81.54	65	58.228	669158a5bda533ec38a63c2959455cb343faac66fc09a035ecdffb9d03e18f32	94.58	78.0	81.67	81.67	81.67	96.33	83.32	96.4	81.7	59	58.186	fd28e1229fc3297c4b4f64f89f85914766a4dda7cc1e5270891d26834f9318aa	93.96	75.0	79.17	79.17	79.17	95.83	79.91	95.86	79.15	55	57.069	9eab7ac7c8cef82085800c2c3cbb202244f3d33fb1d2d9d9aa16bb06a0abb5aa	100.0	90.2	91.83	91.83	91.83	98.37	92.06	98.38	91.8	12.58	321540.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	122480.0	750.315	("1a464ced8b1d63791436b7ff8aa154dc26b5b4a5490a16216de4896d09f3dbae", "9869eda2e02f4c29d44a43073491140061d09fd38d6a50d47ba9bfef600564ce", "d4101de15b3f75b8a7da2e805d2b5069a8ea2589e9be59b4d3a0ba60d9010f1d", "78b955eec0f3e0c105c76e552ee47142e774db7fb964bee5323c499b4cebdc7a", "06c5f9902631186eaaa771478293651eeed54c3d080227b631535e6e8d79d39c")	
9	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	98.12	70.0	75.0	75.0	75.0	95.0	74.88	95.01	74.9	71	59.914	96b55b6b07c10d70fb27dc0a728c105b104481495b2734564d78c28fb37463ac	97.5	70.0	75.0	75.0	75.0	95.0	74.88	95.01	74.9	69	60.071	9d4aaf8c8945e6d34bd741a5ce5d16ee2935950ee8f99e3c0c23f9e6c5e52fc7	93.75	69.0	74.17	74.17	74.17	94.83	74.4	94.89	73.83	57	59.943	dc8a521a511106902256b42dd5d2ecf0660ded0d8bfa32f8e29391b1b307c924	95.83	67.0	72.5	72.5	72.5	94.5	72.51	94.51	72.43	65	59.881	9b36a56e2c461bd279454d6ba40f568a6901b774060819c4f09a08b29a98a901	95.42	67.0	72.5	72.5	72.5	94.5	72.51	94.51	72.43	63	60.004	dd0d0f3b402383b04a0c07432c56aa5636af842d4fc232d7fb0195e705a8fdca	92.5	69.0	74.17	74.17	74.17	94.83	74.4	94.89	73.83	53	60.229	aed79fe79e3d3461680183aade765b204ad58128f2a6eb2417c0f21611b02c61	100.0	90.0	91.67	91.67	91.67	98.33	91.82	98.34	91.66	12.25	323500.0	0.0	0.04	0.02	0.02	0.02	0.0	0.02	0.0	0.02	0.02	92200.0	743.376	("bcb4fb0ef264d7fb2b003415b2ec70e6d97d8d5c17e9e37a52b6e755ed9c32cb", "64c1e93f6386bb8ec9371060b61781a1696120b939ebda8eb19f5a8bde4ec044", "99bff44daf26a81add0a52eba1e036e85be3c9c7d0822ffa06edcb9a875d1ead", "ed342508f1e638033cd61a76b516d162dbbcc21298cd20ce7d84969114cb35e1", "f97d96c2aea6c1a908baf86edf3cae0761a8175fd2daaccf7641d967f3527af7")	
10	5x5 avg,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.71	70.0	75.0	75.0	75.0	95.0	76.09	95.08	74.78	69	61.77	4d779d08cd579f396f581c83bf9ea3e5239a17578a3fba7825a25ac242bddbef	97.71	70.0	75.0	75.0	75.0	95.0	76.09	95.08	74.78	65	61.612	01e10cac7ed44ebca2a701abc2926b92261b4b17b4b4fe7e34b5da89fd0c8e74	94.17	68.0	73.33	73.33	73.33	94.67	74.26	94.76	72.94	57	61.52	0948719834307d85d0e9a605fe2c33b90aa46f227a8c46e70ec8d45a6dd24512	96.67	73.0	77.5	77.5	77.5	95.5	78.27	95.56	77.31	65	61.672	ec5215f4ae9d92eb0efedc27774f32883fdc5e00914f0c3646eef64d8d2d26a8	96.67	73.0	77.5	77.5	77.5	95.5	78.27	95.56	77.31	61	61.768	b4a9fa800e41a768286af05e2a5e2b8f7ab95d9c88aa0aa0a070b4e3d42dfec0	93.12	71.0	75.83	75.83	75.83	95.17	76.48	95.24	75.46	53	61.503	b83e6c95f16e962d6b0d8dd74f4e1ab051fb869f81b99d3efd072ea50e059d39	100.0	91.4	92.83	92.83	92.83	98.57	93.16	98.58	92.84	13.21	323260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102680.0	727.594	("5e4a69e0e20f7613d2e969d01d9fd2f4bf75caaff49173439ba87adf84db94ed", "b4079d121138adddbbb8e9ace9c1a1d48d9d4a898e57b280ac919acee042f99e", "b6ddbbd4dcc2d87df2165b038c86ffd65bc2284502f0312b5d97f5c12b1e460d", "edebdedd5eb82ad5c15a5b6ebf23c45705c8d92fa6b776dca03aa5697035f621", "5c8f0d65815283b6f073eef0048e5ca19859fccb7cba0f52b3d96b13b2d2a096")	
